Involoved,Class,Sex,Age,Channel,Spending,Product,Location,Title,SpendingCat,AgeCat
0,2,male,19.0,0,10.5,XX,S,Mr,0,1
0,2,male,33.0,0,12.275,XX,S,Mr,0,3
0,3,female,21.773972602739725,0,14.4542,XX,C,Miss,0,2
1,3,female,21.773972602739725,0,15.5,XX,Q,Miss,0,2
0,2,male,29.0,0,10.5,XX,S,Mr,0,2
0,3,male,22.0,0,7.125,XX,S,Mr,0,2
0,3,male,30.0,0,7.225,XX,C,Mr,0,2
0,1,male,44.0,0,90.0,C,Q,Rare,1,5
0,3,female,25.0,0,7.775,XX,S,Miss,0,2
1,2,female,24.0,2,14.5,XX,S,Mrs,0,2
1,1,male,37.0,1,52.5542,D,S,Mr,1,4
0,2,male,54.0,0,26.0,XX,S,Rare,0,7
0,3,male,32.368090452261306,0,7.25,XX,S,Mr,0,3
0,3,female,29.0,1,10.4625,G6,S,Mrs,0,2
0,1,male,62.0,0,26.55,C,S,Mr,0,8
0,3,male,30.0,0,16.1,XX,S,Mr,0,2
0,3,female,41.0,2,20.2125,XX,S,Mrs,0,5
1,3,female,29.0,2,15.2458,XX,C,Mrs,0,2
1,1,female,35.898148148148145,0,79.2,XX,C,Mrs,1,4
1,1,female,30.0,0,86.5,B,S,Miss,1,2
1,1,female,35.0,0,512.3292,XX,C,Miss,5,3
1,2,female,50.0,1,26.0,XX,S,Mrs,0,6
0,3,male,32.368090452261306,0,7.75,XX,Q,Mr,0,3
1,3,male,3.0,2,31.3875,XX,S,Master,0,0
0,1,male,52.0,1,79.65,E,S,Mr,1,7
0,1,male,40.0,0,0.0,B,S,Mr,0,4
0,3,female,21.773972602739725,0,7.75,XX,Q,Miss,0,2
0,2,male,36.0,0,10.5,XX,S,Mr,0,4
0,3,male,16.0,1,39.6875,XX,S,Mr,0,1
1,3,male,25.0,0,7.775,XX,S,Mr,0,2
1,1,female,58.0,1,153.4625,C,S,Mrs,3,8
1,1,female,35.0,0,135.6333,C,S,Miss,2,3
0,1,male,32.368090452261306,0,31.0,XX,S,Mr,0,3
1,3,male,25.0,0,0.0,XX,S,Mr,0,2
1,2,female,41.0,1,19.5,XX,S,Mrs,0,5
0,1,male,37.0,1,29.7,C,C,Mr,0,4
1,3,female,21.773972602739725,0,7.75,XX,Q,Miss,0,2
1,1,female,63.0,0,77.9583,D,S,Miss,1,8
0,3,female,45.0,0,7.75,XX,S,Miss,0,5
0,2,male,32.368090452261306,0,0.0,XX,S,Mr,0,3
0,3,male,7.0,1,29.125,XX,Q,Master,0,0
1,3,female,35.0,1,20.25,XX,S,Mrs,0,3
0,3,male,65.0,0,7.75,XX,Q,Mr,0,8
0,3,male,28.0,0,7.8542,XX,S,Mr,0,2
0,3,male,16.0,0,9.5,XX,S,Mr,0,1
1,3,male,19.0,0,8.05,XX,S,Mr,0,1
0,1,male,32.368090452261306,0,26.0,A,S,Mr,0,3
0,3,male,33.0,0,8.6625,XX,C,Mr,0,3
1,3,male,30.0,0,9.5,XX,S,Mr,0,2
0,3,male,22.0,0,7.8958,XX,S,Mr,0,2
1,2,male,42.0,0,13.0,XX,S,Mr,0,5
1,3,female,22.0,0,7.75,XX,Q,Miss,0,2
1,1,female,26.0,0,78.85,XX,S,Miss,1,2
1,1,female,19.0,0,91.0792,B,C,Mrs,1,1
0,2,male,36.0,0,12.875,D,C,Mr,0,4
0,3,female,24.0,0,8.85,XX,S,Miss,0,2
0,3,male,24.0,0,7.8958,XX,S,Mr,0,2
0,1,male,32.368090452261306,0,27.7208,XX,C,Mr,0,3
0,3,male,23.5,0,7.2292,XX,C,Mr,0,2
0,1,female,2.0,2,151.55,C,S,Miss,3,0
1,1,male,32.368090452261306,0,30.5,C,S,Mr,0,3
1,1,female,50.0,1,247.5208,B,C,Mrs,4,6
1,3,female,21.773972602739725,0,7.75,XX,Q,Miss,0,2
1,3,male,32.368090452261306,0,23.25,XX,Q,Mr,0,3
0,3,male,19.0,0,0.0,XX,S,Mr,0,1
1,2,female,21.773972602739725,0,12.35,E,Q,Miss,0,2
0,3,male,32.368090452261306,0,8.05,XX,S,Mr,0,3
1,1,male,0.92,2,151.55,C,S,Master,3,0
1,1,female,21.773972602739725,0,110.8833,XX,C,Miss,2,2
1,1,female,17.0,0,108.9,C,C,Mrs,2,1
0,2,male,30.0,0,24.0,XX,C,Mr,0,2
1,1,female,30.0,0,56.9292,E,C,Miss,1,2
1,1,female,24.0,0,83.1583,C,C,Miss,1,2
1,1,female,18.0,2,262.375,B,C,Miss,4,1
0,2,female,26.0,1,26.0,XX,S,Mrs,0,2
0,3,male,28.0,0,7.8958,XX,S,Mr,0,2
0,2,male,43.0,1,26.25,XX,S,Mr,0,5
1,3,female,26.0,0,7.8542,XX,S,Miss,0,2
1,2,female,24.0,0,26.0,XX,S,Mrs,0,2
0,2,male,54.0,0,14.0,XX,S,Rare,0,7
1,1,female,31.0,2,164.8667,C,S,Miss,3,3
1,1,female,40.0,1,134.5,E,C,Mrs,2,4
0,3,male,22.0,0,7.25,XX,S,Mr,0,2
0,3,male,27.0,0,7.8958,XX,S,Mr,0,2
1,2,female,30.0,0,12.35,XX,Q,Miss,0,2
1,2,female,22.0,1,29.0,XX,S,Mrs,0,2
0,3,male,32.368090452261306,2,69.55,XX,S,Mr,1,3
1,1,female,36.0,0,135.6333,C,C,Miss,2,4
0,3,male,61.0,0,6.2375,XX,S,Mr,0,8
1,2,female,36.0,0,13.0,D,S,Mrs,0,4
1,3,female,31.0,1,20.525,XX,S,Mrs,0,3
1,1,female,16.0,1,57.9792,B,C,Miss,1,1
1,3,female,21.773972602739725,0,23.25,XX,Q,Miss,0,2
0,1,male,45.5,0,28.5,C,S,Mr,0,6
0,1,male,38.0,1,153.4625,C,S,Mr,3,4
0,3,male,16.0,0,18.0,XX,S,Mr,0,1
1,1,female,35.898148148148145,0,133.65,XX,S,Mrs,2,4
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
0,1,male,29.0,0,66.6,C,S,Mr,1,2
1,1,female,41.0,0,134.5,E,C,Miss,2,5
1,3,male,45.0,0,8.05,XX,S,Mr,0,5
0,1,male,45.0,0,35.5,T,S,Mr,0,5
1,2,male,2.0,1,26.0,F,S,Master,0,0
1,1,female,24.0,2,263.0,C,S,Miss,4,2
0,2,male,28.0,0,13.0,XX,S,Mr,0,2
0,2,male,25.0,0,13.0,XX,S,Mr,0,2
0,2,male,36.0,0,13.0,XX,S,Mr,0,4
1,2,female,24.0,0,13.0,F,S,Miss,0,2
1,2,female,40.0,0,13.0,XX,S,Miss,0,4
1,3,female,35.898148148148145,0,16.1,XX,S,Mrs,0,4
1,3,male,3.0,1,15.9,XX,S,Master,0,0
0,3,male,42.0,0,8.6625,XX,S,Mr,0,5
0,3,male,23.0,0,9.225,XX,S,Mr,0,2
0,1,male,32.368090452261306,0,35.0,C,S,Mr,0,3
0,3,male,15.0,1,7.2292,XX,C,Mr,0,1
0,3,male,25.0,0,17.8,XX,S,Mr,0,2
0,3,male,32.368090452261306,0,7.225,XX,C,Mr,0,3
0,3,male,28.0,0,9.5,XX,S,Mr,0,2
1,1,female,22.0,1,55.0,E,S,Miss,1,2
0,2,female,38.0,0,13.0,XX,S,Miss,0,4
1,3,female,21.773972602739725,0,7.8792,XX,Q,Miss,0,2
1,3,female,21.773972602739725,0,7.8792,XX,Q,Miss,0,2
0,3,male,40.0,4,27.9,XX,S,Mr,0,4
0,2,male,29.0,0,27.7208,XX,C,Mr,0,2
0,3,female,45.0,1,14.4542,XX,C,Mrs,0,5
0,3,male,35.0,0,7.05,XX,S,Mr,0,3
0,3,male,32.368090452261306,0,15.5,XX,Q,Mr,0,3
0,3,male,30.0,0,7.25,XX,S,Mr,0,2
1,1,female,60.0,0,75.25,D,C,Mrs,1,8
1,3,female,35.898148148148145,0,7.2292,XX,C,Mrs,0,4
1,3,female,21.773972602739725,0,7.75,XX,Q,Miss,0,2
1,1,female,24.0,0,69.3,B,C,Mrs,1,2
1,1,male,25.0,0,55.4417,E,C,Mr,1,2
0,3,male,18.0,0,6.4958,XX,S,Mr,0,1
0,3,male,19.0,0,8.05,XX,S,Mr,0,1
0,1,male,22.0,0,135.6333,XX,C,Mr,2,2
0,3,female,3.0,1,21.075,XX,S,Miss,0,0
1,1,female,35.898148148148145,0,82.1708,XX,C,Mrs,1,4
1,3,female,22.0,0,7.25,XX,S,Miss,0,2
0,1,male,27.0,2,211.5,C,C,Mr,4,2
0,3,male,20.0,0,4.0125,XX,C,Mr,0,1
0,3,male,19.0,0,7.775,XX,S,Mr,0,1
1,1,female,42.0,0,227.525,XX,C,Miss,4,5
1,3,female,1.0,2,15.7417,XX,C,Miss,0,0
0,3,male,32.0,0,7.925,XX,S,Mr,0,3
1,1,female,35.0,0,52.0,XX,S,Mrs,1,3
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
0,2,male,18.0,0,73.5,XX,S,Mr,1,1
0,3,male,1.0,2,46.9,XX,S,Master,0,0
1,2,female,36.0,0,13.0,XX,S,Miss,0,4
0,3,male,32.368090452261306,0,7.7292,XX,Q,Mr,0,3
1,2,female,17.0,0,12.0,XX,C,Miss,0,1
1,1,male,36.0,2,120.0,B,S,Mr,2,4
1,3,male,21.0,0,7.7958,XX,S,Mr,0,2
0,3,male,28.0,0,7.925,XX,S,Mr,0,2
1,1,female,23.0,0,113.275,D,C,Miss,2,2
1,3,female,24.0,2,16.7,G6,S,Mrs,0,2
0,3,male,22.0,0,7.7958,XX,S,Mr,0,2
0,3,female,31.0,0,7.8542,XX,S,Miss,0,3
0,2,male,46.0,0,26.0,XX,S,Mr,0,6
0,2,male,23.0,0,10.5,XX,S,Rare,0,2
1,2,female,28.0,0,12.65,XX,S,Mrs,0,2
1,3,male,39.0,0,7.925,XX,S,Mr,0,4
0,3,male,26.0,0,8.05,XX,S,Mr,0,2
0,3,female,21.0,0,9.825,XX,S,Miss,0,2
0,3,male,28.0,0,15.85,XX,S,Mr,0,2
0,3,female,20.0,0,8.6625,XX,S,Miss,0,1
0,2,male,34.0,0,21.0,XX,S,Mr,0,3
0,3,male,51.0,0,7.75,XX,S,Mr,0,7
1,2,male,3.0,1,18.75,XX,S,Master,0,0
0,3,male,21.0,0,7.775,XX,S,Mr,0,2
0,3,female,21.773972602739725,1,25.4667,XX,S,Miss,0,2
0,3,male,32.368090452261306,0,7.8958,XX,S,Mr,0,3
0,3,male,32.368090452261306,0,6.8583,XX,Q,Mr,0,3
1,1,female,33.0,0,90.0,C,Q,Miss,1,3
0,2,male,32.368090452261306,0,0.0,XX,S,Mr,0,3
1,3,male,44.0,0,7.925,XX,S,Mr,0,5
0,3,female,35.898148148148145,0,8.05,XX,S,Mrs,0,4
1,2,female,34.0,1,32.5,XX,S,Mrs,0,3
1,2,female,18.0,2,13.0,XX,S,Miss,0,1
0,2,male,30.0,0,13.0,XX,S,Mr,0,2
0,3,female,10.0,2,24.15,XX,S,Miss,0,0
0,3,male,32.368090452261306,0,7.8958,XX,C,Mr,0,3
0,3,male,21.0,0,7.7333,XX,Q,Mr,0,2
0,3,male,29.0,0,7.875,XX,S,Mr,0,2
0,3,female,28.0,1,14.4,XX,S,Mrs,0,2
0,3,male,18.0,1,20.2125,XX,S,Mr,0,1
0,3,male,32.368090452261306,0,7.25,XX,S,Mr,0,3
1,2,female,28.0,0,26.0,XX,S,Mrs,0,2
1,2,female,19.0,0,26.0,XX,S,Miss,0,1
0,3,male,32.368090452261306,0,7.75,XX,Q,Mr,0,3
1,3,male,32.0,0,8.05,E,S,Mr,0,3
1,1,male,28.0,0,26.55,C,S,Mr,0,2
1,3,female,35.898148148148145,0,16.1,XX,S,Mrs,0,4
1,2,female,42.0,0,26.0,XX,S,Mrs,0,5
0,3,male,17.0,0,7.125,XX,S,Mr,0,1
0,1,male,50.0,0,55.9,E,S,Mr,1,6
1,1,female,14.0,2,120.0,B,S,Miss,2,1
0,3,female,21.0,2,34.375,XX,S,Miss,0,2
1,2,female,24.0,3,18.75,XX,S,Mrs,0,2
0,1,male,64.0,4,263.0,C,S,Mr,4,8
0,2,male,31.0,0,10.5,XX,S,Mr,0,3
1,2,female,45.0,1,26.25,XX,S,Mrs,0,5
0,3,male,20.0,0,9.5,XX,S,Mr,0,1
0,3,male,25.0,0,7.775,XX,S,Mr,0,2
1,2,female,28.0,0,13.0,XX,S,Miss,0,2
1,3,male,32.368090452261306,0,8.1125,XX,S,Mr,0,3
1,1,male,4.0,2,81.8583,A,S,Master,1,0
1,2,female,13.0,1,19.5,XX,S,Miss,0,1
1,1,male,34.0,0,26.55,XX,S,Mr,0,3
1,3,female,5.0,1,19.2583,XX,C,Miss,0,0
1,1,male,52.0,0,30.5,C,S,Rare,0,7
0,2,male,36.0,2,27.75,XX,S,Mr,0,4
0,3,male,32.368090452261306,0,19.9667,XX,S,Mr,0,3
0,1,male,30.0,0,27.75,C,C,Mr,0,2
1,1,male,49.0,0,89.1042,C,C,Mr,1,6
0,3,male,32.368090452261306,0,8.05,XX,S,Mr,0,3
1,3,male,29.0,0,7.8958,XX,C,Mr,0,2
0,1,male,65.0,0,26.55,E,S,Mr,0,8
1,1,female,35.898148148148145,0,51.8625,D,S,Mrs,1,4
1,2,female,50.0,0,10.5,XX,S,Miss,0,6
0,3,male,32.368090452261306,0,7.75,XX,Q,Mr,0,3
1,1,male,48.0,0,26.55,E,S,Mr,0,6
0,3,male,34.0,0,8.05,XX,S,Mr,0,3
